Invoice No,Client,Job Name,Job Number,Invoice Amount (excl VAT),Date Inv. Issued
2007-50,Story Contracting,UB090/110 MARKINCH VIADUCT - Concrete Pump Foundations ,2414,750.0,2020-08-03
2007-51,Story Contracting,Bombo Burn,2525,1455.0,2020-08-03
2008-01,AMCO,UB 303-085 ACCESS CRADLE SYSTEM,2507,1847.5,2020-08-03
2008-02,AMCO,UB 303-087 ACCESS CRADLE SYSTEM,2507,1847.5,2020-08-03
2008-03,PBH OLE,ANGLIA CP6 STRUCTURES RENEWALS ,2355,8106.45,2020-08-03
2008-04,AMCO,UB302-296 River Helmsdale,2387,19261.68,2020-08-03
2008-05,Catenary King,EDENBRIDGE SLOPE FAILURE,2406,10774.75,
2008-06,AMCO,Stackbridge Culvert,2371,13635.0,2020-08-07
2008-07,Catenary King,Sussex Framework Ballast Retention,2326,20183.8,2020-08-07
2008-08,CPMS,Slethat Burn,2295,5656.5,2020-08-07
2008-09,Story Contracting,UB 163/079 DIRNIEMOW BURN ,2250,1899.0,2020-08-07
2008-10,AMCO,UB 302-127 Easter Fearn,2384,7139.92,2020-08-14
2008-11,AMCO,UB302-129 Wester Fearn,2386,6573.48,2020-08-14
2008-12,AMCO,Forteviot Farm,2431,3213.0,2020-08-17
2008-13,Taziker Industrial,Clyde Major Structures Scheme,2087,5822.354,2020-08-21
2008-14,Taziker Industrial,Clyde Major Structures Scheme,2087,870.75,2020-08-21
2008-15,Taziker Industrial,Clyde Major Structures Scheme,2087,3008.9,2020-08-21
2008-16,Taziker Industrial,Clyde Major Structures Scheme,2087,7364.7,2020-08-21
2008-17,Taziker Industrial,Clyde Major Structures Scheme,2087,44898.8,2020-08-21
2008-18,AMCO,UB303-125 Port Chullain,2535,13599.42,2020-09-15
2008-19,Taziker Industrial,Glencarse,2485,26649.0,2020-08-27
2008-20,Story Contracting,UB 236/147 MERRYLEE ROAD TEMPORARY WORKS,2539,1151.5,2020-08-27
2008-21,Story Contracting,UB 218/017 WEST STREET TEMPORARY WORKS,2509,5004.0,2020-08-27
2008-22,BAM Nuttall,Melgarve Sub Station Temporary Works,2543,816.0,2020-08-27
2008-23,Story Contracting,Wheatfield Road Temporary Works,2523,2748.5,2020-08-27
2008-24,Balfour Beatty,Motherwell Station,2518,1721.0,2020-09-07
2008-25,BAM Nuttall,East Kilbride Demolition Temporary Works,2430,1500.0,2020-08-27
2008-26,AMCO,UB302-129 WESTER FEARN,2386,4589.72,2020-08-28
2008-27,AMCO,UB 302-127 EASTER FEARN,2384,3602.42,2020-08-28
2008-28,QTS Group,LACKDHU RAILWAY EARTHWORK IMPROVEMENT,2217,7704.5,2020-08-31
2008-29,QTS Group,ECN5 OATYHILL RAILWAY EARTHWORK IMPROVEMENT,2221,3505.5,2020-08-31
2008-30,BAM Nuttall,ALYTH SUBSTATION TENDER DESIGN FEE,2522,10247.0,2020-09-02
2009-01,Story Contracting,Suggits Lane Footbridge,2347,17432.39,2020-09-01
2009-02,Story Contracting,UB 310-192 Tulla Water,2137,7003.73,2020-09-07
2009-03,Story Contracting,Farm Road Temporary Works,2424,1900.0,2020-09-07
2009-04,Story Contracting,Stonehaven Recovery Works,2544,11758.39,2020-09-07
2009-05,Story Contracting,Greasburgh Crane,2491,2368.0,2020-09-07
2009-06,Story Contracting,UB1016/002 Wheatfield Road,2230,3858.24,2020-09-07
2009-07,Story Contracting,UB016/003 Gorgie Road,2233,1452.52,2020-09-07
2009-08,Story Contracting,UB 192/010 Kirkland Glen,2294,6365.18,2020-09-07
2009-09,Bam Nuttall,KINTORE STATION,2202,1432.5,2020-09-10
2009-10,Story Contracting,FB 030/469 Gillhead Donnelys,2153,765.5,2020-09-10
2009-11,Story Contracting,UB045/047 Camps Viaduct,2439,3973.43,2020-09-14
2009-12,Story Contracting,UB 222/086 Standalane,2440,6678.99,2020-09-14
2009-13,Story Contracting,UB 132/071 Glencryan Burn,2441,3995.7,2020-09-14
2009-14,Story Contracting,UB 119-003 Lynn Burn,2443,5238.79,2020-09-14
2009-15,Story Contracting,UB 132/017 Forth Viaduct,2444,2842.71,2020-09-14
2009-16,Story Contracting,UB 160-019 Incle Street,2445,1316.45,2020-09-14
2009-17,Story Contracting,A160-018 Incle Street,2446,1905.59,2020-09-14
2009-18,Story Contracting,UB 161-020 Campbell Street,2447,3494.16,2020-09-14
2009-19,Story Contracting,UB 161-022 Floors,2448,2082.11,2020-09-14
2009-20,Story Contracting,OB 272-014 Crossvegates,2451,2710.86,2020-09-14
2009-21,Story Contracting,UB 133-080 Forteviot Viaduct,2452,1123.38,2020-09-14
2009-22,Story Contracting,UB 290-095 Garry Viaduct,2455,2211.79,2020-09-14
2009-23,Story Contracting,UB 218-015 Eglinton Street,2462,8581.51,2020-09-14
2009-24,Story Contracting,UB 218-016 Salkeld Street,2463,8066.18,2020-09-14
2009-25,Story Contracting,UB 161/259 Mansfield,2421,5650.0,2020-09-14
2009-26,Story Contracting,SPT UTX Crossing TW,2560,1059.5,2020-09-14
2009-27,Bam Nuttall,Mount Pleasant Temporary Works,2490,1625.0,2020-09-14
2009-28,Story Contracting,Retaining Wall R/240/008.1470,2245,1009.16,2020-09-14
2009-29,Span Access,Span Access Bracket,2434,1467.5,2020-09-14
2009-30,Taziker Industrial,Burghmuir Depot,2570,5996.25,2020-09-15
2009-31,Taziker Industrial,Glencarse,2485,3664.0,2020-09-17
2009-32,Taziker Industrial,Glencarse,2485,2170.25,2020-09-17
2009-33,APB Group Ltd,Lancashire Council Footbridge  ,2040,645.0,2020-09-18
2009-34,APB Group Ltd,LCC Carnforth & St Michael's Footbridge Replacement - TW,2170,645.0,2020-09-18
2009-35,AMCO,UB 302/292 River Thrife,2542,4053.0,2020-09-23
2009-36,Story Contracting,UB 161/049 Powgree Burn Replacement,2248,1033.01,2020-09-23
2009-37,Whitfield Construction Services,166580 - East Anglia Footbridges,2364,13125.66,2020-09-23
2009-38,Story Contracting,UB 310-059 A83 Repairs and Repainting,2429,21450.6,2020-09-23
2009-39,QTS Group,AYR4 - CP6 Dalgarven Railway Earthwork Improvement,2065,9073.75,2020-09-23
2009-40,Story Contracting,R/070/000.1320U Queen St Retaining Walls,2458,8420.1,2020-09-23
2009-41,Story Contracting,R/070/000.1370D Queen St Retaining Walls,2459,5201.87,2020-09-23
2009-42,Story Contracting,R/070/000.1409D Queen St Retaining Walls,2460,5201.87,2020-09-23
2009-43,Story Contracting,R/070/001.0465U Queen St Retaining Walls,2461,8420.1,2020-09-23
2009-44,SRPS,Bo'ness and Kinneil Railway Emergency Slope Repairs,2547,6893.0,2020-09-23
2009-45,Geo-Rope,Rest and Be Thankful,2564,2090.0,2020-09-23
2009-46,Geo-Rope,Rest and Be Thankful,2569,2358.5,2020-09-23
2009-47,AMCO,UB 302-127 Easter Fearn,2384,1992.76,2020-09-23
2009-48,AMCO,UB 302-129 Wester Fearn,2386,1992.75,2020-09-23
2009-49,Story Contracting,R/222/008.1480 Lochlibo Road Retaining Wall,2247,5538.75,2020-09-23
2009-50,Story Contracting,R/222/005.0035U Nitshill Retaining Wall,2244,4782.5,2020-09-23
2009-51,Story Contracting,R/222/003.0066D Kennishead Retaining Wall,2243,6247.5,2020-09-23
2009-52,QTS Group,Castleton Railway Earthwork Improvement,2222,3628.5,2020-09-23
2009-53,QTS Group,GARTLY RAILWAY EARTHWORK IMPROVEMENT,2214,4008.5,2020-09-23
2009-54,QTS Group,Craighead Railway Earthwork Improvement,2218,5543.5,2020-09-23
2009-55,QTS Group,Auchengray Railway Earthwork Improvement,2219,3689.0,2020-09-23
2009-56,Whitfield Construction Services,German Hospital Bridge Repairs,2511,332.5,2020-09-28
2009-57,Taziker Industrial,UB 031/079 Nelson  Street,2405,4023.9,2020-09-28
2009-58,SWS JV ,A6 Temporary Works,2134,3623.62,2020-09-28
2009-59,AMCO,Milngavie Station Temporary Works,2537,2029.5,2020-09-28
2009-60,Geo-Structural,Twizel Viaduct,2562,1645.0,2020-09-28
2009-61,Story Contracting,"Barrel Arch, Masons, Freekirk",2555,2974.75,2020-09-30
2009-62,Story Contracting,Year 3 Topo Surveys,2501,65717.92,2020-09-30
2010-01,Story Contracting,Stonehaven Recovery Works,2544,11807.81,2020-10-01
2010-02,PBH OLE,ANGLIA CP6 STRUCTURES RENEWALS ,2355,5058.35,2020-10-08
2010-03,AMCO,Falls of Cruachan,2541,1829.25,2020-10-08
2010-04,Story Contracting,FB 020/008 SEAFIELD FOOTBRIDGE,2456,5550.43,2020-10-08
2010-05,AMCO,C 070/055A Polmont Culvert Renewal,2382,5885.75,2020-10-08
2010-06,Catenary King,Sussex Framework Ballast Retention,2326,2512.75,2020-10-08
2010-06,Catenary King,Sussex Framework Ballast Retention,2327,0.0,2020-10-08
2010-06,Catenary King,Sussex Framework Ballast Retention,2328,0.0,2020-10-08
2010-06,Catenary King,Sussex Framework Ballast Retention,2329,0.0,2020-10-08
2010-06,Catenary King,Sussex Framework Ballast Retention,2330,0.0,2020-10-08
2010-06,Catenary King,Sussex Framework Ballast Retention,2331,0.0,2020-10-08
2010-07,Taziker Industrial,Glencarse,2485,763.23,2020-10-08
2010-08,Story Contracting,Suggits Lane Footbridge,2347,7081.17,2020-10-21
2010-09,Lanarkshire Welding Company,LWC Lifting Lug,2571,1400.0,2020-10-16
2010-10,AMCO,Ibrox Tunnel Inspection,2520,5595.0,2020-10-16
2010-11,Story Contracting,UB 261-004 Saltmarket,2269,26596.75,2020-10-21
2010-12,Scott Building Co,Academy Road Retaining Wall Anchors,2299,2999.25,2020-10-21
2010-13,PBH OLE,ANGLIA CP6 STRUCTURES RENEWALS ,2588,1304.0,2020-10-21
2010-14,Story Contracting,UB1016/002 Wheatfield Road,2230,1779.39,2020-10-21
2010-15,Able UK,Killingholme Culverts ,1649,1250.0,2020-10-22
2010-16,Story Contracting,Culvert Renewal C310/051.1155,2235,1218.5,2020-10-22
2010-17,AMCO,Pettycur Bay Temporary Works,2583,3192.75,2020-10-28
2010-18,Story Contracting,SPT Broomloaning Stabling Shed,2561,2400.0,2020-10-28
2010-19,BAM Nuttall,UB 133/020 Stream Greenloaning,2195,1720.0,2020-10-28
2010-20,Story Contracting,OB 179/052 Aqueduct,2579,1148.5,2020-10-28
2010-21,Story Contracting,Old Quarry End Culvert,2559,1600.0,2020-10-28
2010-22,Story Contracting,Suggits Lane Footbridge,2347,4200.0,2020-10-28
2010-23,Robertson Construction Group,Holland Park Temporary Works Design,2538,10123.25,2020-10-28
2010-24,George Leslie,Glenlee Enabling Works,2510,16964.23,2020-10-28
2010-25,CPMS,Beith North Drain,2028,2997.5,2020-10-28
2010-26,SWS JV ,A6 Temporary Works,2134,1500.0,2020-10-28
2010-27,Story Contracting,UB 310/277 Loch Treig,2319,4497.06,2020-10-28
2010-28,Whitfield Construction Services,166580 - East Anglia Footbridges,2364,10183.88,2020-10-28
2010-29,Taziker Industrial,Clyde Major Structures Scheme,2087,4767.78,2020-10-28
2010-30,Taziker Industrial,Clyde Major Structures Scheme,2087,96.75,2020-10-28
2010-31,Taziker Industrial,Clyde Major Structures Scheme,2087,1053.73,2020-10-28
2010-32,Taziker Industrial,Clyde Major Structures Scheme,2087,2410.95,2020-10-28
2010-33,Taziker Industrial,Clyde Major Structures Scheme,2087,818.3,2020-10-28
2010-34,Taziker Industrial,Clyde Major Structures Scheme,2087,1274.59,2020-10-28
2010-35,Taziker Industrial,Clyde Major Structures Scheme,2087,915.0,2020-10-28
2010-36,Taziker Industrial,Clyde Major Structures Scheme,2087,5028.0,2020-10-28
2010-37,Taziker Industrial,Clyde Major Structures Scheme,2087,1512.5,2020-10-28
2010-38,Taziker Industrial,Clyde Major Structures Scheme,2087,26253.75,2020-10-28
2010-39,Bam Nuttall,FIG New Berthing Facility - GI drill rigg cantiliever platform,2519,4879.0,2020-10-28
2010-40,not used,,,,
2010-41,Allen Gordon,Bothwell Sewer Replacement,2263,3398.0,2020-10-29
2010-42,Bam Nuttall,M8 Sighthill Contractor Led Design Elements,2281,5505.5,2020-11-02
2010-43,QTS Group,ANII Inveramsey Railway Improvement,2212,6968.25,2020-11-02
2010-44,QTS Group,ECA2 Whitelaw Railway Earthwork Improvement ,2220,2654.5,2020-11-02
2010-45,Story Contracting,Retaining Wall R/240/008.147OU,2245,5496.5,2020-11-02
2010-46,Story Contracting,Retaining Wall R/240/008.1500D,2246,3927.5,2020-11-02
2010-47,Story Contracting,Newham Road Railway Earthwork Improvement Design,2358,4536.5,2020-11-02
2010-48,Story Contracting,Claycross South Railway Cutting Improvement,2360,8294.0,2020-11-02
2010-49,QTS Group,WCK Lairg Railway Improvement,2471,14532.75,2020-11-02
2010-50,QTS Group,WCK Tomich Railway Improvement,2472,12082.75,2020-11-02
2010-51,Story Contracting,BARROW HILL RAILWAY CUTTING IMPROVEMENT,2536,17014.75,2020-11-02
2010-52,Story Contracting,UB280-006 Cockies Yett Public,2437,2706.53,2020-11-02
2010-53,Story Contracting,OB 046-053 Quarry Street,2438,6615.86,2020-11-02
2010-54,Story Contracting,UB045/047 Camps Viaduct,2439,4533.17,2020-11-02
2010-55,Story Contracting,UB 222/086 Standalane,2440,2411.03,2020-11-02
2010-56,Story Contracting,UB 132/071 Glencryan Burn,2441,8167.18,2020-11-02
2010-57,Story Contracting,UB 119-003 Lynn Burn,2443,4881.1,2020-11-02
2010-58,Story Contracting,UB 132/017 Forth Viaduct,2444,11166.69,2020-11-02
2010-59,Story Contracting,UB 290-095 Garry Viaduct,2455,3225.24,2020-11-02
2010-60,Story Contracting,UB 218-015 Eglinton Street,2462,10316.18,2020-11-02
2010-61,Story Contracting,UB 218-016 Salkeld Street,2463,2920.36,2020-11-02
2010-62,Story Contracting,UB 161-029 Elliston ,2449,2961.68,2020-11-02
2010-63,Story Contracting,A160-018 Incle Street,2446,1905.59,2020-11-02
2010-64,Story Contracting,UB 161-020 Campbell Street,2447,5258.1,2020-11-02
2010-65,Story Contracting,UB 161-022 Floors,2448,2168.96,2020-11-02
2010-66,Story Contracting,UB 160-019 Incle Street,2445,2632.89,2020-11-02
2010-67,Story Contracting,OB 272-014 Crossvegates,2451,3920.12,2020-11-02
2010-68,Story Contracting,UB 133-080 Forteviot Viaduct,2452,3399.56,2020-11-02
2010-69,Story Contracting,OB 232-008 Albert Road,2464,8895.53,2020-11-02
2010-70,Story Contracting,Year 3 Topo Surveys,2501,20100.32,2020-11-02
2011-01,Story Contracting,UB 290-095 Garry Viaduct,2455,1644.83,2020-11-06
2011-02,Story Contracting,UB 310/151 Auch Viaduct Form 003,2132,1002.0,2020-11-06
2011-03,Quartzelec,Diageo Level  Steel Design,2616,1917.15,2020-11-18
2011-04,AMCO,Stackbridge Culvert,2371,1137.0,2020-11-10
2011-05,AMCO,UB 302-127 Easter Fearn,2384,1691.5,2020-11-10
2011-06,AMCO,UB 302-129 Wester Fearn,2386,1691.5,2020-11-10
2011-07,Catenary King,Warnham Landfill,2332,8725.25,2020-11-18
2011-08,AMCO,C 070/055A Polmont Culvert Renewal,2382,3085.0,2020-11-10
2011-09,QTS Group,3681 LNE QTS Queens Road,2419,4014.25,2020-11-18
2011-10,QTS Group,4431 ECM1/332 River Don,2362,1658.3,2020-11-18
2011-11,BAM Nuttall,Craigentinny Rail Depot,2565,3765.95,2020-11-18
2011-12,Geo-Structural,Bridge of Cally,2524,1015.0,2020-11-18
2011-13,Catenary King,West Malling Cutting,2617,3742.75,2020-11-18
2011-14,Story Contracting,UB272/008 Manse Burn,2450,6971.5,2020-11-18
2011-15,Allen Gordon,Knoydart Hydro,2592,4513.25,2020-11-26
2011-16,Gilkes Energy (Whinlatter Energy Ltd),Garrogie Hydro,2626,1285.5,2020-11-24
2011-17,AMCO,UB303-125 Port Chullain,2535,3145.69,2020-11-24
2011-18,Story Contracting,Suggits Lane Footbridge,2347,1527.8,2020-11-24
2011-19,Story Contracting,C179/043A Culvert Renewal,2255,1966.0,2020-11-24
2011-20,AMCO,Pitcaple Rock Cutting,2581,4093.25,2020-11-24
2011-21,AMCO,MRN3118 304-003D Hydro Study,2618,802.0,2020-11-24
2011-22,George Leslie,Water Towers Structural Assessment,1851,4257.5,2020-11-24
2011-23,Story Contracting,Glen Ogle Footbridge,2619,4050.0,2020-11-24
2011-24,AMCO,Crinan and Gairlochy Canal,2587,3687.5,2020-11-24
2011-25,SWS JV ,A6 Temporary Works,2134,2536.0,2020-11-24
2011-26,Service Graphics Ltd,"Harmony Court, Govan",2627,1400.0,2020-11-27
2011-27,Taziker Industrial,Carfin Structures Check,2594,4752.0,2020-11-26
2011-28,Story Contracting,Culvert C 070/094H,2442,2391.25,2020-11-26
2011-29,AMCO,Dulnain Viaduct Temporary Works,2584,4006.5,2020-11-26
2011-30,Story Contracting,CBC1-139 ESKMEALS CREEP REPLACEMENT,2477,7984.68,2020-11-27
2011-31,AMCO,Baird Street Bridge,2591,9100.0,2020-12-02
2011-32,Taziker Industrial,Clyde Major Structures Scheme,2087,2410.95,2020-12-02
2011-33,Taziker Industrial,Clyde Major Structures Scheme,2087,10954.67,2020-12-02
2011-34,Taziker Industrial,Clyde Major Structures Scheme,2087,1495.5,2020-12-02
2012-01,Story Contracting,UB 310/277 Loch Treig,2319,7539.06,2020-12-07
2012-02,Story Contracting,Horden Station UWC at Blackhills,2320,2701.75,2020-12-08
2012-03,Whitfield Construction Services,166580 - East Anglia Footbridges,2364,13675.0,2020-12-08
2012-04,AMCO,UB302-082 BALNAGOWN ROAD,2385,33766.62,2020-12-02
2012-05,Story Contracting,UB280-006 Cockies Yett Public,2437,2849.25,2020-12-02
2012-06,Story Contracting,OB 046-053 Quarry Street,2438,3298.43,2020-12-02
2012-07,Story Contracting,UB045/047 Camps Viaduct,2439,6417.45,2020-12-02
2012-08,Story Contracting,UB 222/086 Standalane,2440,6095.02,2020-12-02
2012-09,Story Contracting,UB 132/071 Glencryan Burn,2441,2751.7,2020-12-02
2012-10,Story Contracting,UB 119-003 Lynn Burn,2443,1464.32,2020-12-02
2012-11,Story Contracting,UB 132/017 Forth Viaduct,2444,6290.21,2020-12-02
2012-12,Story Contracting,UB 160-019 Incle Street,2445,1240.22,2020-12-02
2012-13,Story Contracting,A160-018 Incle Street,2446,2618.9,2020-12-02
2012-14,Story Contracting,UB 161-020 Campbell Street,2447,5258.11,2020-12-02
2012-15,Story Contracting,OB 272-014 Crossvegates,2451,10280.11,2020-12-02
2012-16,Story Contracting,UB 133-080 Forteviot Viaduct,2452,3428.99,2020-12-02
2012-17,Story Contracting,UB 290-095 Garry Viaduct,2455,4791.66,2020-12-02
2012-18,Story Contracting,UB 218-016 Salkeld Street,2463,10986.55,2020-12-02
2012-19,Story Contracting,OB 232-008 Albert Road,2464,6394.35,2020-12-02
2012-20,Story Contracting,Year 3 Topo Surveys,2501,4235.23,2020-12-07
2012-21,Story Contracting,Farrers Viaduct,2534,12460.25,2020-12-07
2012-22,Story Contracting,Ayr Station,2504,1097.5,2020-12-07
2012-23,Story Contracting,Arnside Viaduct,2498,10174.06,2020-12-07
2012-24,Story Contracting,Caldew Viaduct,2500,17127.0,2020-12-07
2012-25,Story Contracting,Levens Viaduct,2499,10174.06,2020-12-07
2012-26,AMCO,Manor Street Crescent,1946,9520.5,2020-12-07
2012-27,Story Contracting,OB179-052 Aqueduct,2253,7618.3,2020-12-07
2012-28,Story Contracting,C133/083C Culvert,2453,5003.63,2020-12-07
2012-29,AMCO,Annan Station,2620,4534.75,2020-12-07
2012-30,Story Contracting,Culvert Renewal C310/050.0672,2234,2626.52,2020-12-07
2012-31,Story Contracting,Culvert Renewal C310/051.1155,2235,2626.52,2020-12-07
2012-32,Story Contracting,Culvert Renewal C310/154.1460,2236,2626.52,2020-12-07
2012-33,Story Contracting,Culvert Renewal C310/160B,2237,2626.52,2020-12-07
2012-34,Story Contracting,Culvert Renewal C310/168C,2238,2626.52,2020-12-07
2012-35,Story Contracting,UB1109-009 Torryburn,2415,1612.01,2020-12-07
2012-36,Story Contracting,Stonehaven Recovery Works,2544,7534.75,2020-12-07
2012-37,Catenary King,Sussex Framework Access Points,2574,8268.5,2020-12-07
2012-38,Catenary King,Sussex Cutting Slope Monitoring Sites,2545,7550.0,2020-12-07
2012-39,Catenary King,Sussex Foot Crossing Upgrades,2552,6881.5,2020-12-07
2012-40,Story Contracting,UB001/114 Tower Glen,2457,10039.09,2020-12-08
2012-41,PBH OLE,UB SAS/13 OLE Foundations,2341,300.0,2020-12-14
2012-42,QTS Group,WCK Keith East Railway Earthwork Improvement,2216,3385.0,2020-12-14
2012-43,QTS Group,WCK EVANTON ADVERSE WEATHER RAILWAY EARTHWORK IMPROVEMENT,2467,13875.5,2020-12-14
2012-44,QTS Group,WCK INVERSHIN RAILWAY EARTHWORK IMPROVEMENT,2469,16841.25,2020-12-14
2012-45,QTS Group,WCK ACHEILIDH RAILWAY EARTHWORK IMPROVEMENT,2473,8591.5,2020-12-14
2012-46,QTS Group,SCM3 HALLBRAE RAILWAY EARTHWORK IMPROVEMENT,2505,15491.0,2020-12-14
2012-47,BAM Nuttall,UB 133/020 Stream Greenloaning,2195,1450.0,2020-12-14
2012-48,QTS Group,Kirkland Glen Viaduct Temporary Works,2629,3182.0,2020-12-14
2012-49,AMCO,MRN3642 SCALING-DEVEG KYLE OF LOCHALSH,2631,2646.0,2020-12-14
2012-50,Story Contracting,Culvert Renewal C310/050.0672,2234,1880.25,2020-12-14
2012-51,Story Contracting,Culvert Renewal C310/051.1155,2235,1880.24,2020-12-14
2012-52,Story Contracting,Culvert Renewal C310/154.1460,2236,1880.25,2020-12-14
2012-53,Story Contracting,Culvert Renewal C310/160B,2237,1880.25,2020-12-14
2012-54,Story Contracting,Culvert Renewal C310/168C,2238,1880.25,2020-12-14
2012-55,SWS JV ,A6 Temporary Works,2134,1500.0,2020-12-14
2012-56,BEAR,Rest & Be Thankful Phase 1,2549,4517.5,2020-12-16
2012-57,Catenary King,Lewes Railway Cutting Stabilisation,2568,18445.0,2020-12-16
2012-58,Catenary King,Hayward Heath Cutting,2582,12684.0,2020-12-16
2012-59,Story Contracting,FB 020/008 SEAFIELD FOOTBRIDGE,2456,3070.03,2020-12-17
2012-60,Story Contracting,CULVERT C 070/094H,2442,2347.5,2020-12-17
2012-61,Story Contracting,UB 016/003 Gorgie Road,2482,1648.5,2020-12-17
2012-62,QTS Group,WCK EVANTON ADVERSE WEATHER RAILWAY EARTHWORK IMPROVEMENT,2468,10032.0,2020-12-17
2012-63,CPMS,Prestonpans Station UB 001-036,1987,14362.5,2020-12-17
2012-64,AMCO,C161/027C CULVERT RENEWAL			,2628,5075.5,2020-12-17
2012-65,Story Contracting,credit note,2442,-59.78,2020-12-18
2012-66,Story Contracting,credit note,2453,-125.09,2020-12-19
2012-67,PBH OLE,ANGLIA CP6 STRUCTURES RENEWALS ,2355,9983.3,2020-12-21
2012-68,BAM Nuttall,M8 Footbridge Sighthill,2410,1630.76,2020-12-21
2012-69,SRPS,Bo'ness and Kinneil Railway Emergency Slope Repairs,2547,1068.6,2020-12-21
2012-70,PBH OLE,Reston OLE Foundation Design Checks,2635,1417.5,2020-12-21
2012-71,BAM Nuttall,UB133-020 Millstone Burn,2191,960.0,2020-12-21
2012-72,AMCO,Dulnain Viaduct Temporary Works,2550,27480.38,2020-12-21
2012-73,Taziker Industrial,Clyde Major Structures Scheme,2087,3214.6,2020-12-21
2012-74,Taziker Industrial,Clyde Major Structures Scheme,2087,10954.67,2020-12-21
2012-75,Taziker Industrial,Clyde Major Structures Scheme,2087,849.73,2020-12-21
2012-76,Story Contracting,UB 310/277 Loch Treig,2319,5355.97,2020-12-21
2012-77,Story Contracting,UB280-006 Cockies Yett Public,2437,5062.41,2020-12-21
2012-78,Story Contracting,OB 046-053 Quarry Street,2438,2623.53,2020-12-21
2012-79,Story Contracting,UB045/047 Camps Viaduct,2439,3208.73,2020-12-21
2012-80,Story Contracting,UB 132/017 Forth Viaduct,2444,3043.03,2020-12-21
2012-81,Story Contracting,UB 161-020 Campbell Street,2447,3511.03,2020-12-21
2012-82,Story Contracting,UB 133-080 Forteviot Viaduct,2452,4207.33,2020-12-21
2012-83,Story Contracting,OB 232-008 Albert Road,2464,13207.41,2020-12-21
2101-01,QTS Group,WHL Garelochhead Railway Earthworks Improvements,2268,2972.5,2020-12-06
2101-02,Allen Gordon,Muirdyke to Stanley,2646,1725.0,2021-01-06
2101-03,Catenary King,Credit note against 2011-13,2617,-3742.75,2021-01-07
2101-04,Catenary King,West Malling Cutting,2617,4650.5,2021-01-07
2101-05,AMCO,DULNAIN TEMPORARY WORKS FOR BEARING REPLACEMENT,2550,1708.63,2020-01-07
2101-06,EESI,CLYDEBRIDGE STEEL WORKS PRELIMINARY SI,2652,4924.6,2021-01-08
2101-07,George Leslie,NEWMAINS KING POST WALL,2637,1837.5,2021-01-12
2101-08,Story Contracting,R/031/088.1735D Motherwell Retaining Wall,2240,4157.5,2021-01-20
2101-09,Lanarkshire Welding Company,LWC LIFTING LUG,2651,1099.75,2021-01-20
2101-10,Catenary King,HOVE END AND HOVE TUNNEL RAILWAY CUTTINGS STABILISATION,2566,33456.0,2021-01-20
2101-11,QTS Group,WHL MORELAGGAN CULVERT REPLACEMENT AND EMBANKMENT STRENGTHENING,2642,7325.0,2021-01-20
2101-12,BAM Nuttall,Craigentinny Rail Depot,2565,6501.8,2021-01-26
2101-13,AJ Engineering,Craigentinny Roof Replacement TW,2622,9097.5,2021-01-29
2101-14,Catenary King,Handcross Cutting Project,2590,8746.25,2021-01-26
2101-15,Catenary King,Crowborough Cutting,2343,7499.75,2021-01-29
2101-16,Story Contracting,CROWHILL ROAD,2636,1150.5,2021-01-26
2101-17,QTS Group,Kirkland Glen Viaduct Temporary Works,2629,950.0,2021-01-26
2101-18,Story Contracting,Loch Trieg Temporary Works,2630,4450.0,2021-01-26
2101-19,AMCO,PITCAPLE ROCK CUTTING,2581,4846.75,2021-01-26
2101-20,Story Contracting,FB 020/008 SEAFIELD FOOTBRIDGE,2456,279.83,2021-01-26
2101-21,AMCO,MSC4287 NINEWELLS CULVERT REPLACEMENT,2649,3539.75,2021-01-26
2101-22,Story Contracting,Suggits Lane Footbridge,2347,2549.28,2021-01-26
2101-23,SWS JV ,A6 Temporary Works,2134,750.0,2021-01-26
2101-24,AMCO,UB 302-143 Carron Viaduct,2515,8339.27,2021-01-26
2101-25,AMCO,UB 303-125 Port Chullain,2535,2800.37,2021-01-26
2101-26,AMCO,AMCO CP6 YR 3 Culvert Replacement ,2606,20216.0,2021-01-26
2101-26,AMCO,AMCO CP6 YR 3 Culvert Replacement ,2607,,2021-01-26
2101-26,AMCO,AMCO CP6 YR 3 Culvert Replacement ,2608,,2021-01-26
2101-26,AMCO,AMCO CP6 YR 3 Culvert Replacement ,2609,,2021-01-26
2101-26,AMCO,AMCO CP6 YR 3 Culvert Replacement ,2610,,2021-01-26
2101-26,AMCO,AMCO CP6 YR 3 Culvert Replacement ,2611,,2021-01-26
2101-26,AMCO,AMCO CP6 YR 3 Culvert Replacement ,2612,,2021-01-26
2101-27,AMCO,AMCO CP6 YR 3 Topo Surveys ,2516,37786.17,2021-01-29
2101-28,AMCO,UB113-012 CARDENDEN VIADUCT,2601,7549.62,2021-01-29
2101-29,Story Contracting,UB 132/071 Glencryan Burn,2441,2162.67,2021-01-29
2101-30,Story Contracting,UB 132/017 Forth Viaduct,2444,1217.21,2021-01-29
2101-31,Story Contracting,UB 161-022 Floors,2448,2891.95,2021-01-29
2101-32,Story Contracting,OB 272-014 Crossvegates,2451,2421.19,2021-01-29
2101-33,Story Contracting,UB133-080 Forteviot Viaduct,2452,1167.51,2021-01-29
2101-34,Story Contracting,OB 232-008 ALBERT ROAD,2464,2919.88,2021-01-29
